id,prediction
748_128_0,1
748_128_16,1
748_128_32,0
748_128_48,0
748_128_64,0
748_128_80,1
748_128_96,1
748_128_112,1
748_128_128,0
748_128_144,0
748_128_160,0
748_128_176,0
748_128_192,1
748_128_208,1
748_128_224,1
748_128_240,0
748_128_256,0
748_128_272,0
748_128_288,0
748_128_304,0
748_128_320,0
748_128_336,0
748_128_352,0
748_128_368,0
748_128_384,0
748_128_400,0
748_128_416,0
748_128_432,0
748_128_448,0
748_128_464,0
748_128_480,0
748_128_496,0
748_128_512,0
748_128_528,0
748_128_544,0
748_128_560,0
748_128_576,0
748_128_592,0
748_144_0,1
748_144_16,1
748_144_32,0
748_144_48,0
748_144_64,0
748_144_80,0
748_144_96,1
748_144_112,0
748_144_128,0
748_144_144,0
748_144_160,0
748_144_176,0
748_144_192,1
748_144_208,1
748_144_224,1
748_144_240,0
748_144_256,0
748_144_272,0
748_144_288,0
748_144_304,0
748_144_320,0
748_144_336,0
748_144_352,0
748_144_368,1
748_144_384,0
748_144_400,0
748_144_416,0
748_144_432,0
748_144_448,0
748_144_464,0
748_144_480,0
748_144_496,0
748_144_512,0
748_144_528,0
748_144_544,0
748_144_560,0
748_144_576,0
748_144_592,0
748_160_0,0
748_160_16,0
748_160_32,0
748_160_48,0
748_160_64,0
748_160_80,0
748_160_96,0
748_160_112,0
748_160_128,0
748_160_144,0
748_160_160,0
748_160_176,1
748_160_192,1
748_160_208,0
748_160_224,0
748_160_240,0
748_160_256,0
748_160_272,0
748_160_288,0
748_160_304,0
748_160_320,0
748_160_336,1
748_160_352,1
748_160_368,1
748_160_384,1
748_160_400,0
748_160_416,0
748_160_432,0
748_160_448,0
748_160_464,0
748_160_480,0
748_160_496,0
748_160_512,1
748_160_528,1
748_160_544,0
748_160_560,0
748_160_576,0
748_160_592,0
748_176_0,0
748_176_16,0
748_176_32,0
748_176_48,0
748_176_64,0
748_176_80,0
748_176_96,0
748_176_112,0
748_176_128,0
748_176_144,0
748_176_160,0
748_176_176,1
748_176_192,1
748_176_208,0
748_176_224,0
748_176_240,0
748_176_256,0
748_176_272,0
748_176_288,0
748_176_304,0
748_176_320,0
748_176_336,0
748_176_352,1
748_176_368,0
748_176_384,1
748_176_400,0
748_176_416,0
748_176_432,0
748_176_448,0
748_176_464,0
748_176_480,0
748_176_496,1
748_176_512,1
748_176_528,1
748_176_544,0
748_176_560,0
748_176_576,0
748_176_592,0
748_192_0,0
748_192_16,0
748_192_32,0
748_192_48,0
748_192_64,0
748_192_80,0
748_192_96,0
748_192_112,0
748_192_128,0
748_192_144,0
748_192_160,0
748_192_176,1
748_192_192,1
748_192_208,1
748_192_224,0
748_192_240,0
748_192_256,0
748_192_272,0
748_192_288,0
748_192_304,0
748_192_320,1
748_192_336,1
748_192_352,0
748_192_368,1
748_192_384,1
748_192_400,0
748_192_416,0
748_192_432,0
748_192_448,0
748_192_464,0
748_192_480,0
748_192_496,0
748_192_512,1
748_192_528,1
748_192_544,0
748_192_560,0
748_192_576,0
748_192_592,0
748_208_0,0
748_208_16,0
748_208_32,0
748_208_48,0
748_208_64,0
748_208_80,0
748_208_96,0
748_208_112,0
748_208_128,0
748_208_144,0
748_208_160,0
748_208_176,1
748_208_192,1
748_208_208,0
748_208_224,0
748_208_240,0
748_208_256,0
748_208_272,0
748_208_288,0
748_208_304,1
748_208_320,0
748_208_336,1
748_208_352,1
748_208_368,1
748_208_384,1
748_208_400,0
748_208_416,0
748_208_432,0
748_208_448,0
748_208_464,0
748_208_480,0
748_208_496,0
748_208_512,1
748_208_528,1
748_208_544,0
748_208_560,0
748_208_576,0
748_208_592,0
748_224_0,0
748_224_16,0
748_224_32,0
748_224_48,0
748_224_64,0
748_224_80,0
748_224_96,0
748_224_112,1
748_224_128,0
748_224_144,0
748_224_160,0
748_224_176,1
748_224_192,1
748_224_208,0
748_224_224,0
748_224_240,0
748_224_256,0
748_224_272,0
748_224_288,0
748_224_304,0
748_224_320,0
748_224_336,1
748_224_352,1
748_224_368,0
748_224_384,0
748_224_400,0
748_224_416,0
748_224_432,0
748_224_448,0
748_224_464,0
748_224_480,0
748_224_496,0
748_224_512,0
748_224_528,0
748_224_544,1
748_224_560,1
748_224_576,1
748_224_592,0
748_240_0,0
748_240_16,0
748_240_32,0
748_240_48,0
748_240_64,0
748_240_80,0
748_240_96,0
748_240_112,1
748_240_128,0
748_240_144,0
748_240_160,0
748_240_176,0
748_240_192,0
748_240_208,0
748_240_224,0
748_240_240,0
748_240_256,0
748_240_272,0
748_240_288,0
748_240_304,0
748_240_320,0
748_240_336,1
748_240_352,1
748_240_368,0
748_240_384,1
748_240_400,0
748_240_416,0
748_240_432,0
748_240_448,0
748_240_464,0
748_240_480,0
748_240_496,0
748_240_512,0
748_240_528,0
748_240_544,1
748_240_560,1
748_240_576,1
748_240_592,1
748_256_0,0
748_256_16,0
748_256_32,0
748_256_48,0
748_256_64,0
748_256_80,0
748_256_96,0
748_256_112,0
748_256_128,0
748_256_144,0
748_256_160,0
748_256_176,0
748_256_192,0
748_256_208,0
748_256_224,0
748_256_240,0
748_256_256,0
748_256_272,0
748_256_288,0
748_256_304,0
748_256_320,0
748_256_336,0
748_256_352,0
748_256_368,0
748_256_384,0
748_256_400,0
748_256_416,0
748_256_432,0
748_256_448,0
748_256_464,0
748_256_480,0
748_256_496,0
748_256_512,0
748_256_528,0
748_256_544,0
748_256_560,1
748_256_576,1
748_256_592,1
748_272_0,0
748_272_16,0
748_272_32,0
748_272_48,1
748_272_64,0
748_272_80,0
748_272_96,0
748_272_112,0
748_272_128,0
748_272_144,0
748_272_160,0
748_272_176,0
748_272_192,0
748_272_208,0
748_272_224,0
748_272_240,0
748_272_256,0
748_272_272,0
748_272_288,0
748_272_304,0
748_272_320,0
748_272_336,0
748_272_352,0
748_272_368,0
748_272_384,0
748_272_400,0
748_272_416,0
748_272_432,0
748_272_448,0
748_272_464,0
748_272_480,0
748_272_496,0
748_272_512,0
748_272_528,0
748_272_544,0
748_272_560,1
748_272_576,1
748_272_592,0
748_288_0,0
748_288_16,0
748_288_32,1
748_288_48,1
748_288_64,1
748_288_80,0
748_288_96,0
748_288_112,0
748_288_128,0
748_288_144,0
748_288_160,0
748_288_176,0
748_288_192,0
748_288_208,0
748_288_224,0
748_288_240,0
748_288_256,0
748_288_272,0
748_288_288,0
748_288_304,0
748_288_320,0
748_288_336,0
748_288_352,0
748_288_368,0
748_288_384,0
748_288_400,0
748_288_416,0
748_288_432,0
748_288_448,0
748_288_464,0
748_288_480,0
748_288_496,0
748_288_512,0
748_288_528,0
748_288_544,0
748_288_560,0
748_288_576,0
748_288_592,0
748_304_0,0
748_304_16,0
748_304_32,1
748_304_48,1
748_304_64,0
748_304_80,0
748_304_96,0
748_304_112,0
748_304_128,0
748_304_144,0
748_304_160,0
748_304_176,0
748_304_192,0
748_304_208,0
748_304_224,0
748_304_240,0
748_304_256,0
748_304_272,0
748_304_288,0
748_304_304,0
748_304_320,0
748_304_336,0
748_304_352,0
748_304_368,0
748_304_384,0
748_304_400,0
748_304_416,0
748_304_432,0
748_304_448,0
748_304_464,0
748_304_480,0
748_304_496,0
748_304_512,0
748_304_528,0
748_304_544,0
748_304_560,0
748_304_576,0
748_304_592,0
748_320_0,0
748_320_16,1
748_320_32,1
748_320_48,1
748_320_64,0
748_320_80,0
748_320_96,0
748_320_112,0
748_320_128,0
748_320_144,0
748_320_160,0
748_320_176,0
748_320_192,0
748_320_208,0
748_320_224,0
748_320_240,0
748_320_256,0
748_320_272,0
748_320_288,0
748_320_304,0
748_320_320,0
748_320_336,0
748_320_352,0
748_320_368,0
748_320_384,0
748_320_400,0
748_320_416,0
748_320_432,0
748_320_448,0
748_320_464,0
748_320_480,0
748_320_496,0
748_320_512,1
748_320_528,0
748_320_544,0
748_320_560,0
748_320_576,0
748_320_592,0
748_336_0,0
748_336_16,0
748_336_32,0
748_336_48,0
748_336_64,0
748_336_80,0
748_336_96,0
748_336_112,0
748_336_128,0
748_336_144,0
748_336_160,0
748_336_176,0
748_336_192,0
748_336_208,0
748_336_224,0
748_336_240,0
748_336_256,0
748_336_272,0
748_336_288,0
748_336_304,0
748_336_320,0
748_336_336,0
748_336_352,0
748_336_368,0
748_336_384,0
748_336_400,0
748_336_416,0
748_336_432,0
748_336_448,0
748_336_464,0
748_336_480,0
748_336_496,1
748_336_512,1
748_336_528,0
748_336_544,0
748_336_560,0
748_336_576,0
748_336_592,0
748_352_0,1
748_352_16,1
748_352_32,0
748_352_48,0
748_352_64,0
748_352_80,0
748_352_96,0
748_352_112,0
748_352_128,0
748_352_144,0
748_352_160,0
748_352_176,0
748_352_192,0
748_352_208,0
748_352_224,0
748_352_240,0
748_352_256,0
748_352_272,0
748_352_288,0
748_352_304,0
748_352_320,0
748_352_336,1
748_352_352,1
748_352_368,0
748_352_384,0
748_352_400,0
748_352_416,0
748_352_432,0
748_352_448,0
748_352_464,0
748_352_480,0
748_352_496,1
748_352_512,1
748_352_528,0
748_352_544,0
748_352_560,0
748_352_576,0
748_352_592,0
748_368_0,1
748_368_16,1
748_368_32,0
748_368_48,0
748_368_64,0
748_368_80,0
748_368_96,0
748_368_112,0
748_368_128,1
748_368_144,1
748_368_160,0
748_368_176,0
748_368_192,0
748_368_208,0
748_368_224,0
748_368_240,0
748_368_256,0
748_368_272,0
748_368_288,0
748_368_304,0
748_368_320,0
748_368_336,1
748_368_352,1
748_368_368,0
748_368_384,0
748_368_400,0
748_368_416,0
748_368_432,0
748_368_448,0
748_368_464,0
748_368_480,0
748_368_496,0
748_368_512,1
748_368_528,0
748_368_544,0
748_368_560,0
748_368_576,1
748_368_592,1
748_384_0,1
748_384_16,1
748_384_32,0
748_384_48,0
748_384_64,0
748_384_80,0
748_384_96,0
748_384_112,0
748_384_128,0
748_384_144,0
748_384_160,0
748_384_176,0
748_384_192,0
748_384_208,0
748_384_224,0
748_384_240,0
748_384_256,0
748_384_272,0
748_384_288,0
748_384_304,0
748_384_320,0
748_384_336,1
748_384_352,1
748_384_368,1
748_384_384,0
748_384_400,0
748_384_416,0
748_384_432,0
748_384_448,0
748_384_464,0
748_384_480,0
748_384_496,0
748_384_512,0
748_384_528,0
748_384_544,0
748_384_560,0
748_384_576,1
748_384_592,1
748_400_0,1
748_400_16,0
748_400_32,0
748_400_48,0
748_400_64,0
748_400_80,0
748_400_96,0
748_400_112,1
748_400_128,1
748_400_144,0
748_400_160,0
748_400_176,0
748_400_192,0
748_400_208,0
748_400_224,0
748_400_240,0
748_400_256,0
748_400_272,0
748_400_288,0
748_400_304,0
748_400_320,0
748_400_336,0
748_400_352,0
748_400_368,1
748_400_384,0
748_400_400,0
748_400_416,0
748_400_432,0
748_400_448,0
748_400_464,0
748_400_480,0
748_400_496,0
748_400_512,0
748_400_528,0
748_400_544,0
748_400_560,0
748_400_576,1
748_400_592,0
748_416_0,1
748_416_16,0
748_416_32,0
748_416_48,0
748_416_64,0
748_416_80,0
748_416_96,0
748_416_112,0
748_416_128,1
748_416_144,0
748_416_160,0
748_416_176,0
748_416_192,0
748_416_208,0
748_416_224,0
748_416_240,0
748_416_256,0
748_416_272,0
748_416_288,0
748_416_304,0
748_416_320,0
748_416_336,0
748_416_352,0
748_416_368,0
748_416_384,0
748_416_400,0
748_416_416,0
748_416_432,0
748_416_448,0
748_416_464,0
748_416_480,0
748_416_496,0
748_416_512,0
748_416_528,0
748_416_544,0
748_416_560,0
748_416_576,0
748_416_592,0
748_432_0,1
748_432_16,1
748_432_32,0
748_432_48,0
748_432_64,0
748_432_80,0
748_432_96,0
748_432_112,0
748_432_128,0
748_432_144,0
748_432_160,0
748_432_176,0
748_432_192,0
748_432_208,0
748_432_224,0
748_432_240,0
748_432_256,0
748_432_272,0
748_432_288,0
748_432_304,0
748_432_320,0
748_432_336,0
748_432_352,0
748_432_368,0
748_432_384,0
748_432_400,0
748_432_416,0
748_432_432,0
748_432_448,0
748_432_464,0
748_432_480,0
748_432_496,0
748_432_512,0
748_432_528,0
748_432_544,0
748_432_560,0
748_432_576,0
748_432_592,0
748_448_0,1
748_448_16,1
748_448_32,0
748_448_48,0
748_448_64,0
748_448_80,0
748_448_96,0
748_448_112,0
748_448_128,0
748_448_144,0
748_448_160,0
748_448_176,0
748_448_192,0
748_448_208,0
748_448_224,0
748_448_240,0
748_448_256,0
748_448_272,0
748_448_288,0
748_448_304,0
748_448_320,0
748_448_336,0
748_448_352,0
748_448_368,0
748_448_384,0
748_448_400,0
748_448_416,0
748_448_432,0
748_448_448,0
748_448_464,0
748_448_480,0
748_448_496,0
748_448_512,0
748_448_528,0
748_448_544,0
748_448_560,0
748_448_576,0
748_448_592,0
748_464_0,0
748_464_16,0
748_464_32,0
748_464_48,0
748_464_64,0
748_464_80,0
748_464_96,0
748_464_112,0
748_464_128,0
748_464_144,0
748_464_160,0
748_464_176,0
748_464_192,0
748_464_208,0
748_464_224,0
748_464_240,0
748_464_256,0
748_464_272,0
748_464_288,0
748_464_304,0
748_464_320,0
748_464_336,0
748_464_352,0
748_464_368,0
748_464_384,0
748_464_400,0
748_464_416,0
748_464_432,0
748_464_448,0
748_464_464,0
748_464_480,0
748_464_496,0
748_464_512,0
748_464_528,0
748_464_544,0
748_464_560,0
748_464_576,0
748_464_592,0
748_480_0,1
748_480_16,1
748_480_32,0
748_480_48,0
748_480_64,0
748_480_80,0
748_480_96,0
748_480_112,0
748_480_128,0
748_480_144,1
748_480_160,1
748_480_176,0
748_480_192,0
748_480_208,0
748_480_224,0
748_480_240,0
748_480_256,0
748_480_272,0
748_480_288,0
748_480_304,0
748_480_320,0
748_480_336,0
748_480_352,0
748_480_368,0
748_480_384,0
748_480_400,0
748_480_416,0
748_480_432,0
748_480_448,0
748_480_464,0
748_480_480,0
748_480_496,0
748_480_512,0
748_480_528,0
748_480_544,0
748_480_560,0
748_480_576,0
748_480_592,0
748_496_0,1
748_496_16,1
748_496_32,0
748_496_48,0
748_496_64,0
748_496_80,0
748_496_96,0
748_496_112,0
748_496_128,1
748_496_144,1
748_496_160,1
748_496_176,0
748_496_192,0
748_496_208,0
748_496_224,0
748_496_240,0
748_496_256,0
748_496_272,0
748_496_288,0
748_496_304,0
748_496_320,0
748_496_336,0
748_496_352,0
748_496_368,0
748_496_384,0
748_496_400,0
748_496_416,0
748_496_432,0
748_496_448,0
748_496_464,0
748_496_480,0
748_496_496,0
748_496_512,0
748_496_528,0
748_496_544,0
748_496_560,0
748_496_576,0
748_496_592,0
748_512_0,1
748_512_16,1
748_512_32,0
748_512_48,0
748_512_64,0
748_512_80,0
748_512_96,0
748_512_112,0
748_512_128,0
748_512_144,0
748_512_160,0
748_512_176,0
748_512_192,0
748_512_208,0
748_512_224,0
748_512_240,0
748_512_256,0
748_512_272,0
748_512_288,0
748_512_304,1
748_512_320,1
748_512_336,0
748_512_352,0
748_512_368,0
748_512_384,0
748_512_400,0
748_512_416,0
748_512_432,0
748_512_448,0
748_512_464,0
748_512_480,0
748_512_496,0
748_512_512,0
748_512_528,0
748_512_544,0
748_512_560,0
748_512_576,0
748_512_592,0
748_528_0,1
748_528_16,1
748_528_32,0
748_528_48,0
748_528_64,0
748_528_80,0
748_528_96,0
748_528_112,0
748_528_128,1
748_528_144,1
748_528_160,0
748_528_176,0
748_528_192,0
748_528_208,0
748_528_224,0
748_528_240,0
748_528_256,0
748_528_272,0
748_528_288,0
748_528_304,0
748_528_320,0
748_528_336,0
748_528_352,0
748_528_368,0
748_528_384,0
748_528_400,0
748_528_416,0
748_528_432,0
748_528_448,0
748_528_464,0
748_528_480,0
748_528_496,0
748_528_512,0
748_528_528,0
748_528_544,0
748_528_560,0
748_528_576,0
748_528_592,0
748_544_0,1
748_544_16,1
748_544_32,0
748_544_48,0
748_544_64,0
748_544_80,0
748_544_96,0
748_544_112,0
748_544_128,0
748_544_144,0
748_544_160,1
748_544_176,1
748_544_192,1
748_544_208,0
748_544_224,0
748_544_240,0
748_544_256,0
748_544_272,0
748_544_288,0
748_544_304,0
748_544_320,0
748_544_336,0
748_544_352,0
748_544_368,0
748_544_384,0
748_544_400,0
748_544_416,0
748_544_432,0
748_544_448,0
748_544_464,0
748_544_480,0
748_544_496,0
748_544_512,0
748_544_528,0
748_544_544,0
748_544_560,0
748_544_576,0
748_544_592,0
748_560_0,1
748_560_16,1
748_560_32,0
748_560_48,0
748_560_64,0
748_560_80,0
748_560_96,1
748_560_112,1
748_560_128,1
748_560_144,0
748_560_160,1
748_560_176,1
748_560_192,0
748_560_208,0
748_560_224,0
748_560_240,0
748_560_256,0
748_560_272,0
748_560_288,0
748_560_304,0
748_560_320,0
748_560_336,0
748_560_352,0
748_560_368,0
748_560_384,0
748_560_400,0
748_560_416,0
748_560_432,0
748_560_448,0
748_560_464,0
748_560_480,0
748_560_496,0
748_560_512,0
748_560_528,0
748_560_544,0
748_560_560,0
748_560_576,0
748_560_592,0
748_576_0,1
748_576_16,1
748_576_32,0
748_576_48,0
748_576_64,0
748_576_80,0
748_576_96,1
748_576_112,1
748_576_128,1
748_576_144,0
748_576_160,0
748_576_176,0
748_576_192,0
748_576_208,0
748_576_224,0
748_576_240,0
748_576_256,0
748_576_272,0
748_576_288,0
748_576_304,0
748_576_320,0
748_576_336,0
748_576_352,0
748_576_368,0
748_576_384,0
748_576_400,0
748_576_416,0
748_576_432,0
748_576_448,0
748_576_464,0
748_576_480,0
748_576_496,0
748_576_512,0
748_576_528,0
748_576_544,0
748_576_560,0
748_576_576,0
748_576_592,0
748_592_0,1
748_592_16,1
748_592_32,0
748_592_48,0
748_592_64,0
748_592_80,1
748_592_96,1
748_592_112,1
748_592_128,1
748_592_144,0
748_592_160,0
748_592_176,0
748_592_192,0
748_592_208,0
748_592_224,0
748_592_240,0
748_592_256,0
748_592_272,0
748_592_288,0
748_592_304,0
748_592_320,0
748_592_336,0
748_592_352,0
748_592_368,0
748_592_384,0
748_592_400,0
748_592_416,0
748_592_432,0
748_592_448,0
748_592_464,0
748_592_480,0
748_592_496,0
748_592_512,0
748_592_528,0
748_592_544,0
748_592_560,0
748_592_576,0
748_592_592,0
749_0_0,0
749_0_16,0
749_0_32,0
749_0_48,0
749_0_64,0
749_0_80,0
749_0_96,0
749_0_112,0
749_0_128,0
749_0_144,0
749_0_160,0
749_0_176,0
749_0_192,0
749_0_208,0
749_0_224,0
749_0_240,0
749_0_256,0
749_0_272,0
749_0_288,0
749_0_304,0
749_0_320,0
749_0_336,0
749_0_352,0
749_0_368,0
749_0_384,0
749_0_400,0
749_0_416,0
749_0_432,0
749_0_448,0
749_0_464,0
749_0_480,0
749_0_496,0
749_0_512,0
749_0_528,0
749_0_544,0
749_0_560,0
749_0_576,0
749_0_592,0
749_16_0,0
749_16_16,0
749_16_32,0
749_16_48,0
749_16_64,0
749_16_80,0
749_16_96,0
749_16_112,0
749_16_128,0
749_16_144,0
749_16_160,0
749_16_176,0
749_16_192,0
749_16_208,0
749_16_224,0
749_16_240,0
749_16_256,0
749_16_272,0
749_16_288,0
749_16_304,0
749_16_320,0
749_16_336,0
749_16_352,0
749_16_368,0
749_16_384,0
749_16_400,0
749_16_416,0
749_16_432,0
749_16_448,0
749_16_464,0
749_16_480,0
749_16_496,0
749_16_512,0
749_16_528,0
749_16_544,0
749_16_560,0
749_16_576,0
749_16_592,0
749_32_0,0
749_32_16,0
749_32_32,0
749_32_48,0
749_32_64,0
749_32_80,0
749_32_96,0
749_32_112,0
749_32_128,0
749_32_144,0
749_32_160,0
749_32_176,0
749_32_192,0
749_32_208,0
749_32_224,0
749_32_240,0
749_32_256,0
749_32_272,0
749_32_288,0
749_32_304,0
749_32_320,0
749_32_336,0
749_32_352,0
749_32_368,0
749_32_384,0
749_32_400,0
749_32_416,0
749_32_432,0
749_32_448,0
749_32_464,0
749_32_480,0
749_32_496,0
749_32_512,0
749_32_528,0
749_32_544,0
749_32_560,0
749_32_576,0
749_32_592,0
749_48_0,0
749_48_16,0
749_48_32,0
749_48_48,0
749_48_64,0
749_48_80,0
749_48_96,0
749_48_112,0
749_48_128,0
749_48_144,0
749_48_160,0
749_48_176,0
749_48_192,0
749_48_208,0
749_48_224,0
749_48_240,0
749_48_256,0
749_48_272,0
749_48_288,0
749_48_304,0
749_48_320,0
749_48_336,0
749_48_352,0
749_48_368,0
749_48_384,0
749_48_400,0
749_48_416,0
749_48_432,0
749_48_448,0
749_48_464,0
749_48_480,0
749_48_496,0
749_48_512,1
749_48_528,0
749_48_544,0
749_48_560,0
749_48_576,0
749_48_592,0
749_64_0,0
749_64_16,0
749_64_32,0
749_64_48,0
749_64_64,0
749_64_80,0
749_64_96,0
749_64_112,0
749_64_128,0
749_64_144,0
749_64_160,0
749_64_176,0
749_64_192,0
749_64_208,0
749_64_224,0
749_64_240,0
749_64_256,0
749_64_272,0
749_64_288,0
749_64_304,0
749_64_320,0
749_64_336,0
749_64_352,0
749_64_368,0
749_64_384,0
749_64_400,0
749_64_416,0
749_64_432,0
749_64_448,0
749_64_464,0
749_64_480,0
749_64_496,1
749_64_512,1
749_64_528,1
749_64_544,0
749_64_560,0
749_64_576,0
749_64_592,0
749_80_0,0
749_80_16,0
749_80_32,0
749_80_48,0
749_80_64,0
749_80_80,0
749_80_96,0
749_80_112,0
749_80_128,0
749_80_144,0
749_80_160,0
749_80_176,0
749_80_192,0
749_80_208,0
749_80_224,0
749_80_240,0
749_80_256,0
749_80_272,0
749_80_288,0
749_80_304,0
749_80_320,0
749_80_336,0
749_80_352,0
749_80_368,0
749_80_384,0
749_80_400,0
749_80_416,0
749_80_432,0
749_80_448,0
749_80_464,0
749_80_480,0
749_80_496,1
749_80_512,1
749_80_528,1
749_80_544,0
749_80_560,0
749_80_576,0
749_80_592,0
749_96_0,0
749_96_16,0
749_96_32,0
749_96_48,0
749_96_64,0
749_96_80,0
749_96_96,0
749_96_112,0
749_96_128,0
749_96_144,0
749_96_160,0
749_96_176,0
749_96_192,0
749_96_208,0
749_96_224,0
749_96_240,0
749_96_256,0
749_96_272,0
749_96_288,0
749_96_304,0
749_96_320,0
749_96_336,0
749_96_352,0
749_96_368,0
749_96_384,0
749_96_400,0
749_96_416,0
749_96_432,0
749_96_448,0
749_96_464,0
749_96_480,0
749_96_496,0
749_96_512,1
749_96_528,1
749_96_544,0
749_96_560,0
749_96_576,0
749_96_592,0
749_112_0,1
749_112_16,0
749_112_32,0
749_112_48,0
749_112_64,0
749_112_80,0
749_112_96,0
749_112_112,0
749_112_128,0
749_112_144,0
749_112_160,0
749_112_176,0
749_112_192,0
749_112_208,0
749_112_224,0
749_112_240,0
749_112_256,0
749_112_272,0
749_112_288,0
749_112_304,0
749_112_320,0
749_112_336,0
749_112_352,0
749_112_368,0
749_112_384,0
749_112_400,0
749_112_416,0
749_112_432,0
749_112_448,0
749_112_464,0
749_112_480,0
749_112_496,0
749_112_512,0
749_112_528,1
749_112_544,0
749_112_560,0
749_112_576,0
749_112_592,0
749_128_0,0
749_128_16,0
749_128_32,0
749_128_48,0
749_128_64,0
749_128_80,0
749_128_96,0
749_128_112,0
749_128_128,0
749_128_144,0
749_128_160,0
749_128_176,0
749_128_192,0
749_128_208,0
749_128_224,0
749_128_240,0
749_128_256,0
749_128_272,0
749_128_288,0
749_128_304,0
749_128_320,0
749_128_336,0
749_128_352,0
749_128_368,0
749_128_384,0
749_128_400,0
749_128_416,0
749_128_432,0
749_128_448,0
749_128_464,0
749_128_480,0
749_128_496,0
749_128_512,0
749_128_528,0
749_128_544,0
749_128_560,0
749_128_576,0
749_128_592,0
749_144_0,0
749_144_16,0
749_144_32,0
749_144_48,0
749_144_64,0
749_144_80,0
749_144_96,0
749_144_112,0
749_144_128,0
749_144_144,0
749_144_160,0
749_144_176,0
749_144_192,0
749_144_208,0
749_144_224,0
749_144_240,0
749_144_256,0
749_144_272,0
749_144_288,0
749_144_304,0
749_144_320,0
749_144_336,0
749_144_352,0
749_144_368,0
749_144_384,0
749_144_400,0
749_144_416,0
749_144_432,0
749_144_448,0
749_144_464,0
749_144_480,0
749_144_496,0
749_144_512,0
749_144_528,0
749_144_544,0
749_144_560,0
749_144_576,0
749_144_592,0
749_160_0,0
749_160_16,0
749_160_32,0
749_160_48,0
749_160_64,0
749_160_80,0
749_160_96,0
749_160_112,0
749_160_128,0
749_160_144,0
749_160_160,0
749_160_176,0
749_160_192,0
749_160_208,0
749_160_224,0
749_160_240,0
749_160_256,0
749_160_272,0
749_160_288,0
749_160_304,0
749_160_320,0
749_160_336,0
749_160_352,0
749_160_368,0
749_160_384,0
749_160_400,0
749_160_416,0
749_160_432,0
749_160_448,0
749_160_464,0
749_160_480,0
749_160_496,0
749_160_512,0
749_160_528,0
749_160_544,0
749_160_560,0
749_160_576,0
749_160_592,0
749_176_0,0
749_176_16,0
749_176_32,0
749_176_48,0
749_176_64,0
749_176_80,0
749_176_96,0
749_176_112,0
749_176_128,0
749_176_144,0
749_176_160,0
749_176_176,0
749_176_192,0
749_176_208,0
749_176_224,0
749_176_240,0
749_176_256,0
749_176_272,0
749_176_288,0
749_176_304,0
749_176_320,0
749_176_336,0
749_176_352,0
749_176_368,0
749_176_384,0
749_176_400,0
749_176_416,0
749_176_432,0
749_176_448,0
749_176_464,0
749_176_480,0
749_176_496,0
749_176_512,0
749_176_528,0
749_176_544,0
749_176_560,0
749_176_576,0
749_176_592,0
749_192_0,0
749_192_16,0
749_192_32,0
749_192_48,0
749_192_64,0
749_192_80,0
749_192_96,0
749_192_112,0
749_192_128,0
749_192_144,0
749_192_160,0
749_192_176,0
749_192_192,0
749_192_208,0
749_192_224,0
749_192_240,0
749_192_256,0
749_192_272,0
749_192_288,0
749_192_304,0
749_192_320,0
749_192_336,0
749_192_352,0
749_192_368,0
749_192_384,0
749_192_400,0
749_192_416,0
749_192_432,0
749_192_448,0
749_192_464,0
749_192_480,0
749_192_496,0
749_192_512,0
749_192_528,0
749_192_544,0
749_192_560,0
749_192_576,0
749_192_592,0
749_208_0,0
749_208_16,0
749_208_32,0
749_208_48,0
749_208_64,0
749_208_80,0
749_208_96,0
749_208_112,0
749_208_128,0
749_208_144,0
749_208_160,0
749_208_176,0
749_208_192,0
749_208_208,0
749_208_224,0
749_208_240,0
749_208_256,0
749_208_272,0
749_208_288,0
749_208_304,0
749_208_320,0
749_208_336,0
749_208_352,0
749_208_368,0
749_208_384,0
749_208_400,0
749_208_416,0
749_208_432,0
749_208_448,0
749_208_464,0
749_208_480,0
749_208_496,0
749_208_512,0
749_208_528,0
749_208_544,0
749_208_560,0
749_208_576,0
749_208_592,0
749_224_0,0
749_224_16,1
749_224_32,0
749_224_48,0
749_224_64,0
749_224_80,0
749_224_96,0
749_224_112,0
749_224_128,0
749_224_144,0
749_224_160,0
749_224_176,0
749_224_192,0
749_224_208,0
749_224_224,0
749_224_240,0
749_224_256,0
749_224_272,0
749_224_288,0
749_224_304,0
749_224_320,0
749_224_336,0
749_224_352,0
749_224_368,0
749_224_384,0
749_224_400,0
749_224_416,0
749_224_432,0
749_224_448,0
749_224_464,0
749_224_480,0
749_224_496,0
749_224_512,0
749_224_528,0
749_224_544,0
749_224_560,0
749_224_576,0
749_224_592,0
749_240_0,0
749_240_16,0
749_240_32,0
749_240_48,0
749_240_64,0
749_240_80,0
749_240_96,0
749_240_112,0
749_240_128,0
749_240_144,0
749_240_160,0
749_240_176,0
749_240_192,0
749_240_208,0
749_240_224,0
749_240_240,0
749_240_256,0
749_240_272,0
749_240_288,0
749_240_304,0
749_240_320,0
749_240_336,0
749_240_352,0
749_240_368,0
749_240_384,0
749_240_400,0
749_240_416,0
749_240_432,0
749_240_448,0
749_240_464,0
749_240_480,0
749_240_496,0
749_240_512,0
749_240_528,0
749_240_544,0
749_240_560,0
749_240_576,0
749_240_592,0
749_256_0,0
